Year;Age1;Age2;Female;Male;Total
1961;6;2;3100;5731;8831
1961;6;3;3409;5694;9103
1961;6;4;3626;5782;9408
1961;6;5;3860;5439;9299
1961;6;6;4145;5217;9362
1961;6;7;4485;5418;9903
1961;6;8;4675;5494;10169
1961;6;9;4988;5661;10649
1961;7;0;5261;5985;11246
1961;7;1;5836;6272;12108
1961;7;2;6425;6397;12822
1961;7;3;6920;6698;13618
1961;7;4;7084;6698;13782
1961;7;5;7675;7017;14692
1961;7;6;8185;7083;15268
1961;7;7;8535;6933;15468
1961;7;8;8769;6949;15718
1961;7;9;8931;6780;15711
1961;8;0;8656;6408;15064
1961;8;1;8809;6226;15035
1961;8;2;8893;6086;14979
1961;8;3;8592;5726;14318
1961;8;4;8338;5324;13662
1961;8;5;7610;4802;12412
1961;8;6;6904;4048;10952
1961;8;7;5990;3355;9345
1961;8;8;5331;2846;8177
1961;8;9;3898;2028;5926
1961;9;0;3267;1458;4725
1961;9;1;2782;1226;4008
1961;9;2;2079;812;2891
1961;9;3;1574;530;2104
1961;9;4;1163;430;1593
1961;9;5;843;287;1130
1961;9;6;573;134;707
1961;9;7;353;107;460
1961;9;8;232;71;303
1961;9;9;119;40;159
1961;10;0;135;37;173
1961;10;1;53;15;68
1961;10;2;27;5;32
1961;10;3;12;2;14
1961;10;4;3;1;4
1961;10;5;1;0;1
1961;10;6;1;0;1
1961;10;7;0;0;0
1961;10;8;0;0;0
1961;10;9;0;0;0
1961;11;0;0;0;0
1961;11;1;0;0;0
1961;11;2;0;0;0
1961;11;3;0;0;0
1961;11;4;0;0;0
1961;11;5;0;0;0
1961;11;6;0;0;0
1961;11;7;0;0;0
1961;11;8;0;0;0
1961;11;9;0;0;0
1962;   ;0;9279;12531;21810
1962;   ;1;913;1015;1928
1962;   ;2;352;439;791
1962;   ;3;256;345;601
1962;   ;4;202;272;474
1962;   ;5;174;234;408
1962;   ;6;143;234;377
1962;   ;7;122;202;324
1962;   ;8;113;184;297
1962;   ;9;105;165;270
1962;1;0;98;159;257
1962;1;1;97;148;245
1962;1;2;116;178;294
1962;1;3;117;185;302
1962;1;4;129;229;358
1962;1;5;172;281;453
1962;1;6;141;318;459
1962;1;7;146;319;465
1962;1;8;170;413;583
1962;1;9;176;395;571
1962;2;0;151;328;479
1962;2;1;162;305;467
1962;2;2;184;397;581
1962;2;3;183;479;662
1962;2;4;194;433;627
1962;2;5;204;487;691
1962;2;6;205;505;710
1962;2;7;236;538;774
1962;2;8;263;554;817
1962;2;9;270;634;904
1962;3;0;318;689;1007
1962;3;1;351;719;1070
1962;3;2;379;691;1070
1962;3;3;385;760;1145
1962;3;4;388;832;1220
1962;3;5;443;867;1310
1962;3;6;494;895;1389
1962;3;7;527;1020;1547
